Karthik_Story5En	0.538330	1.398926	1.186523	1.237793	0.545654	0.439453	
Karthik_Story5Ml	0.560303	1.329346	1.109619	1.153564	0.509033	0.366211	
---------------------------------------------------
Nazreen_Story1En	0.739746	0.941162	0.739746	0.736084	0.864258	0.296631	
Nazreen_Story1Ml	0.532837	0.992432	0.721436	0.692139	0.803833	0.448608	
Nazreen_Story2En	0.747070	1.190186	0.897217	0.882568	0.670166	0.578613	
Nazreen_Story2Ml	0.695801	0.915527	0.681152	0.673828	0.527344	0.479736	
Nazreen_Story3En	0.748901	1.087646	0.796509	0.794678	0.902710	0.472412	
Nazreen_Story3Ml	0.878906	1.087646	0.758057	0.765381	0.844116	0.666504	
Nazreen_Story4En	0.963135	1.122437	0.966797	0.906372	0.761719	1.505127	
Nazreen_Story4Ml	0.858765	1.199341	0.803833	0.811157	0.763550	0.787354	
Nazreen_Story5En	0.439453	0.844116	0.693970	0.728760	0.640869	0.368042	
Nazreen_Story5Ml	0.699463	1.005249	0.838623	0.867920	0.873413	0.527344	
---------------------------------------------------
Ashwini_Story1En	0.479736	0.618896	0.651855	0.655518	0.516357	0.424805	
Ashwini_Story1Tm	0.413818	0.721436	0.769043	0.783691	0.443115	0.399170	
Ashwini_Story2En	0.607910	0.856934	0.963135	0.886230	0.596924	0.487061	
Ashwini_Story2Tm	0.509033	0.783691	0.615234	0.684814	0.552979	0.512695	
Ashwini_Story3En	0.424805	0.827637	0.772705	0.886230	0.534668	0.435791	
Ashwini_Story3Tm	0.267334	0.699463	0.560303	0.589600	0.461426	0.267334	
Ashwini_Story4En	0.457764	0.681152	0.637207	0.655518	0.443115	0.454102	
Ashwini_Story4Tm	0.366211	0.728760	0.578613	0.593262	0.454102	0.406494	
Ashwini_Story5En	0.812988	1.223145	0.966797	0.871582	0.461426	0.527344	
Ashwini_Story5Tm	0.270996	0.736084	0.545654	0.552979	0.505371	0.281982	
---------------------------------------------------
Nisha_Story1En	0.410156	0.703125	0.677490	0.703125	0.538330	0.380859	
Nisha_Story1Tm	0.362549	0.558472	0.558472	0.540161	0.499878	0.353394	
Nisha_Story2En	0.358887	0.791016	0.791016	0.758057	0.413818	0.322266	
Nisha_Story2Tm	0.245361	1.032715	0.692139	0.761719	0.443115	0.245361	
Nisha_Story3En	0.267334	1.014404	0.915527	0.922852	0.567627	0.252686	
Nisha_Story3Tm	0.267334	0.827637	0.552979	0.560303	0.520020	0.245361	
Nisha_Story4En	0.446777	0.919189	0.692139	0.739746	0.439453	0.432129	
Nisha_Story4Tm	0.618896	0.710449	0.563965	0.596924	0.596924	0.618896	
Nisha_Story5En	0.300293	1.102295	0.754395	0.787354	0.527344	0.296631	
Nisha_Story5Tm	0.252686	0.809326	0.662842	0.679321	0.428467	0.221558	
---------------------------------------------------
Vaidhya_Story1En	0.362549	0.391846	0.355225	0.362549	0.410156	0.406494	
Vaidhya_Story1Tm	0.443115	0.380859	0.369873	0.362549	0.307617	0.509033	
Vaidhya_Story2En	0.600586	0.556641	0.439453	0.454102	0.549316	0.673828	
Vaidhya_Story2Tm	0.468750	0.527344	0.446777	0.454102	0.402832	0.534668	
Vaidhya_Story3En	0.560303	0.476074	0.388184	0.410156	0.589600	0.567627	
Vaidhya_Story3Tm	0.443115	0.333252	0.325928	0.322266	0.325928	0.552979	
Vaidhya_Story4En	0.534668	0.362549	0.336914	0.340576	0.585938	0.512695	
Vaidhya_Story4Tm	0.494385	0.465088	0.384521	0.384521	0.509033	0.523682	
Vaidhya_Story5En	0.457764	0.380859	0.366211	0.380859	0.410156	0.534668	
Vaidhya_Story5Tm	0.498047	0.336914	0.395508	0.432129	0.417480	0.505371	
---------------------------------------------------
Valliappam_Story1En	0.208740	0.322266	0.281982	0.281982	0.355225	0.205078	
Valliappam_Story1Tm	0.281982	0.523682	0.552979	0.582275	0.362549	0.263672	
Valliappam_Story2En	0.311279	0.336914	0.318604	0.318604	0.322266	0.322266	
Valliappam_Story2Tm	0.197754	0.234375	0.205078	0.201416	0.373535	0.179443	
Valliappam_Story3En	0.274658	0.413818	0.424805	0.428467	0.373535	0.245361	
Valliappam_Story3Tm	0.234375	0.380859	0.314941	0.318604	0.300293	0.223389	
Valliappam_Story4En	0.219727	0.461426	0.216064	0.238037	0.252686	0.234375	
Valliappam_Story4Tm	0.256348	0.421143	0.391846	0.406494	0.322266	0.252686	
